unit	function	size	fuzzy	verdict	reason
mario/Enemy/bossgesso	perform__10TBossGessoFUlPQ26JDrama9TGraphics	2508	98.29	UNSUPPORTED	cfg: 116 vs 118 blocks
mario/Enemy/bossgesso	execute__12TNerveBGWaitCFP24TSpineBase<10TLiveActor>	1028	99.83	EQUIVALENT	L1: frame 160/208
mario/Enemy/bossgesso	execute__18TNerveBGBeakDamageCFP24TSpineBase<10TLiveActor>	1408	99.95	UNSUPPORTED	stack: address-taken object extent differs (P 304..344 vs Q 308..344)
mario/Enemy/bossgesso	execute__22TNerveBGTentacleDamageCFP24TSpineBase<10TLiveActor>	712	99.89	UNSUPPORTED	stack: address-taken object extent differs (P 80..120 vs Q 92..128)
mario/Enemy/bossgesso	execute__11TNerveBGDieCFP24TSpineBase<10TLiveActor>	1812	99.95	UNSUPPORTED	stack: address-taken object layout differs (P 412 vs Q 400)
mario/Enemy/bossgesso	execute__12TNerveBGRollCFP24TSpineBase<10TLiveActor>	1820	99.93	EQUIVALENT	L1: frame 168/344
mario/Enemy/elecNokonoko	loadInit__13TElecCarapaceFP11TSpineEnemyPCc	496	99.91	UNSUPPORTED	stack: address-taken object layout differs (P 8 vs Q 8)
mario/Enemy/elecNokonoko	shoot__13TElecCarapaceFv	756	99.85	EQUIVALENT	L1
mario/Enemy/elecNokonoko	sendMessage__13TElecCarapaceFv	504	99.94	EQUIVALENT	L1: frame 160/168
mario/Enemy/elecNokonoko	execute__22TNerveElecCarapaceMoveCFP24TSpineBase<10TLiveActor>	1272	99.92	EQUIVALENT	L1
mario/Enemy/elecNokonoko	execute__24TNerveElecCarapaceReturnCFP24TSpineBase<10TLiveActor>	912	99.89	EQUIVALENT	L1: frame 192/184
mario/Enemy/telesa	behaveToWater__7TTelesaFP9THitActor	656	99.92	UNSUPPORTED	stack: access inside address-taken object differs (P 120 vs Q 108)
mario/Enemy/telesa	bind__7TTelesaFv	836	99.97	EQUIVALENT	L1
mario/Enemy/telesa	execute__23TNerveTelesaAttackMarioCFP24TSpineBase<10TLiveActor>	716	99.61	EQUIVALENT	L1
mario/Enemy/fireWanwan	bindOne__11TTailRubberFRQ211TTailRubber4Node	308	99.32	EQUIVALENT	L1
mario/Enemy/fireWanwan	restrict__11TTailRubberFv	1140	98.41	EQUIVALENT	L2: frame 168/184
mario/Enemy/fireWanwan	perform__19TFireWanwanTailNodeFUlPQ26JDrama9TGraphicsRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	496	97.26	EQUIVALENT	L1: frame 288/232
mario/Enemy/fireWanwan	init__18TFireWanwanTailHitFv	1240	96.87	UNSUPPORTED	stack: address-taken object layout differs (P 180 vs Q 160)
mario/Enemy/fireWanwan	perform__18TFireWanwanTailHitFUlPQ26JDrama9TGraphics	1628	98.95	UNSUPPORTED	stack: address-taken object layout differs (P 336 vs Q 324)
mario/Enemy/fireWanwan	performNodes__18TFireWanwanTailHitFUlPQ26JDrama9TGraphics	712	99.61	EQUIVALENT	L1: frame 320/304
mario/Enemy/fireWanwan	moveRequest__18TFireWanwanTailHitFRCQ29JGeometry8TVec3<f>	292	99.73	EQUIVALENT	L1
mario/Enemy/fireWanwan	behaveToWater__11TFireWanwanFP9THitActor	904	99.92	EQUIVALENT	L1: frame 232/152
mario/Enemy/fireWanwan	calcRootMatrix__11TFireWanwanFv	456	98.15	DIFFERENT	block 6 effect 4 address differs: 0x5520 'lfs f31,40(r3)' vs 0x6ee8 'lfs f26,72(r3)'
mario/Enemy/fireWanwan	moveObject__11TFireWanwanFv	1768	98.89	UNSUPPORTED	cfg: block 45 (bc->[55, 46] vs bc->[50, 46])
mario/Enemy/fireWanwan	updatePollute__11TFireWanwanFv	456	98.77	DIFFERENT	block 9 effect 2 icall args differ: f4/f5: 0x4b14 'bclrl 20,lt,0' vs 0x61d8 'bclrl 20,lt,0'
mario/Enemy/fireWanwan	emitEffects__11TFireWanwanFv	1372	99.96	EQUIVALENT	L1
mario/Enemy/fireWanwan	setQuat__Q29JGeometry64TRotation3<Q29JGeometry38TMatrix34<Q29JGeometry13SMatrix34C<f>>>FRCQ29JGeometry9TQuat4<f>	160	98.50	EQUIVALENT	L1
mario/Enemy/fireWanwan	bind__11TFireWanwanFv	2052	99.66	UNSUPPORTED	stack: address-taken object layout differs (P 276 vs Q 256)
mario/Enemy/fireWanwan	bindBody__11TFireWanwanFPQ29JGeometry8TVec3<f>PQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	888	99.53	UNSUPPORTED	stack: address-taken object extent differs (P 300..488 vs Q 304..488)
mario/Enemy/fireWanwan	bindPoint__11TFireWanwanFPQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>fP18TBGWallCheckRecord	984	99.97	EQUIVALENT	L1
mario/Enemy/fireWanwan	execute__25TNerveFireWanwanFindMarioCFP24TSpineBase<10TLiveActor>	1300	99.73	EQUIVALENT	L1: frame 232/224
mario/Enemy/fireWanwan	execute__28TNerveFireWanwanRecoverGraphCFP24TSpineBase<10TLiveActor>	1444	99.42	DIFFERENT	block 4 effect 0 address differs: 0x1250 'lwz r5,0(r6)' vs 0x1444 'lwz r5,0(r6)'
mario/Enemy/fireWanwan	execute__19TNerveFireWanwanFlyCFP24TSpineBase<10TLiveActor>	748	96.47	UNSUPPORTED	stack: inconsistent slot mapping (P 224 vs Q 172)
mario/Enemy/bosspakkun	move__10TBPPolDropFv	780	99.85	EQUIVALENT	L1: frame 112/48
mario/Enemy/bosspakkun	perform__10TBPTornadoFUlPQ26JDrama9TGraphics	1836	99.92	UNSUPPORTED	stack: address-taken object extent differs (P 232..320 vs Q 232..312)
mario/Enemy/bosspakkun	receiveMessage__10TBPHeadHitFP9THitActorUl	1480	98.37	DIFFERENT	block 54 effect 4 icall args differ: f1/f2: 0x7ef8 'bclrl 20,lt,0' vs 0x8d80 'bclrl 20,lt,0'
mario/Enemy/bosspakkun	calcHeadDir__18TBossPakkunMtxCalcFUs	964	96.91	DIFFERENT	block 1 effect 8 address differs: 0x7004 'lfs f1,36(r5)' vs 0x7d54 'lfs f0,28(r5)'
mario/Enemy/bosspakkun	init__11TBossPakkunFP12TLiveManager	1984	99.91	EQUIVALENT	L1: frame 528/408
mario/Enemy/bosspakkun	perform__11TBossPakkunFUlPQ26JDrama9TGraphics	2000	99.98	EQUIVALENT	L1: frame 376/312
mario/Enemy/bosspakkun	execute__12TNerveBPWaitCFP24TSpineBase<10TLiveActor>	3088	99.91	UNSUPPORTED	stack: store-only slot at a different SP offset (possible outgoing argument): 0x3d8c 'stw r3,356(r1)' vs 0x3e90 'stw r3,300(r1)'
mario/Enemy/bosspakkun	execute__13TNerveBPVomitCFP24TSpineBase<10TLiveActor>	864	99.52	EQUIVALENT	L1
mario/Enemy/bosspakkun	execute__17TNerveBPTumbleOutCFP24TSpineBase<10TLiveActor>	628	99.96	EQUIVALENT	L1
mario/Enemy/tobiPuku	TobiPukuRollCallback__FP7J3DNodei	548	96.79	EQUIVALENT	L2
mario/Enemy/tobiPuku	forceLaunch__18TTobiPukuLaunchPadFP9TTobiPuku	484	99.31	DIFFERENT	block 3 effect 2 icall args differ: f3/f4: 0x3e0c 'bclrl 20,lt,0' vs 0x4748 'bclrl 20,lt,0'
mario/Enemy/tobiPuku	hitWall__9TTobiPukuFv	348	97.06	UNSUPPORTED	stack: address-taken object extent differs (P 92..144 vs Q 40..96)
mario/Enemy/tobiPuku	execute__19TNerveTobiPukuBoundCFP24TSpineBase<10TLiveActor>	456	99.92	EQUIVALENT	L1: frame 104/96
mario/Enemy/tobiPuku	execute__26TNerveTobiPukuReturnLaunchCFP24TSpineBase<10TLiveActor>	596	99.83	EQUIVALENT	L1
mario/Enemy/tinkoopa	init__9TTinKoopaFP12TLiveManager	1508	94.97	UNSUPPORTED	stack: address-taken object layout differs (P 272 vs Q 288)
mario/Enemy/tinkoopa	checkOrder__20TTinKoopaLaunchOrderFv	364	98.79	DIFFERENT	block 0 branch: 0x2bc8 'bc 4,eq,2cf0 <checkOrder__20TTinKoopaLaunchOrderFv+0x154>' vs 0x4380 'bc 4,eq,44a8 <checkOrder__20TTinKoopaLaunchOrderFv+0x154>'
mario/Enemy/tinkoopa	initTinKoopaPartsBase__18TTinKoopaPartsBaseFv	480	99.84	UNSUPPORTED	stack: address-taken object layout differs (P 8 vs Q 8)
mario/Enemy/tinkoopa	emitPartsTrackEffects__18TTinKoopaPartsBaseFPPCci	220	98.00	UNSUPPORTED	cfg: 6 vs 5 blocks
mario/Enemy/tinkoopa	emitPartsDisappearEffects__18TTinKoopaPartsBaseFPPCcif	284	98.31	UNSUPPORTED	cfg: 7 vs 6 blocks
mario/Enemy/tinkoopa	perform__18TTinKoopaPartsBaseFUlPQ26JDrama9TGraphics	244	95.13	EQUIVALENT	L1
mario/Enemy/tinkoopa	reset__9TTinKoopaFv	636	98.63	UNSUPPORTED	cfg: 15 vs 14 blocks
mario/Enemy/tinkoopa	checkTinKoopaKillerApproachingMessage__9TTinKoopaFv	404	99.81	EQUIVALENT	L1
mario/Enemy/tinkoopa	loadAfter__16TTinKoopaManagerFv	260	99.38	DIFFERENT	block 2 effect 1 call args differ: r5: 0x7c0 'bl 7c0 <loadAfter__16TTinKoopaManagerFv+0x50>' vs 0x930 'bl 930 <loadAfter__16TTinKoopaManagerFv+0x50>'
mario/Enemy/tinkoopa	execute__19TNerveTinKoopaBreakCFP24TSpineBase<10TLiveActor>	1000	99.18	UNSUPPORTED	cfg: 26 vs 25 blocks
mario/Enemy/bosswanwan	calcMatrix__12TBWLeashNodeFv	708	99.15	EQUIVALENT	L1: frame 232/120
mario/Enemy/bosswanwan	__ct__8TBWLeashFP11TBossWanwaniPCc	828	99.86	EQUIVALENT	L1
mario/Enemy/bosswanwan	perform__8TBWLeashFUlPQ26JDrama9TGraphics	1332	98.69	UNSUPPORTED	cfg: 41 vs 39 blocks
mario/Enemy/bosswanwan	moveRequest__9TBWPicketFRCQ29JGeometry8TVec3<f>	440	99.84	EQUIVALENT	L1
mario/Enemy/bosswanwan	perform__9TBWPicketFUlPQ26JDrama9TGraphics	1328	99.63	EQUIVALENT	L1: frame 416/312
mario/Enemy/bosswanwan	MsPerpendicFootToLineR__FRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	328	96.10	UNSUPPORTED	stack: inconsistent slot mapping (P 72 vs Q 48)
mario/Enemy/bosswanwan	bind__9TBWBinderFP10TLiveActor	2568	98.61	UNSUPPORTED	stack: access inside address-taken object differs (P 392 vs Q 184)
mario/Enemy/bosswanwan	calc__18TBossWanwanMtxCalcFUs	560	91.26	UNSUPPORTED	stack: address-taken object extent differs (P 152..208 vs Q 148..208)
mario/Enemy/bosswanwan	init__11TBossWanwanFP12TLiveManager	1936	99.74	UNSUPPORTED	stack: address-taken object extent differs (P 380..440 vs Q 364..440)
mario/Enemy/bosswanwan	control__11TBossWanwanFv	724	98.66	UNSUPPORTED	cfg: 38 vs 36 blocks
mario/Enemy/bosswanwan	perform__11TBossWanwanFUlPQ26JDrama9TGraphics	2148	99.83	DIFFERENT	block 77 effect 2 icall args differ: r5/r6: 0x3300 'bclrl 20,lt,0' vs 0x36f8 'bclrl 20,lt,0'
mario/Enemy/bosswanwan	execute__19TNerveBWGraphWanderCFP24TSpineBase<10TLiveActor>	2540	96.79	UNSUPPORTED	cfg: block 22 (bc->[38, 23] vs bc->[25, 23])
mario/Enemy/bosswanwan	execute__12TNerveBWRollCFP24TSpineBase<10TLiveActor>	320	99.91	EQUIVALENT	L1: frame 256/56
mario/Enemy/bosswanwan	execute__12TNerveBWJumpCFP24TSpineBase<10TLiveActor>	384	97.92	EQUIVALENT	L2
mario/Enemy/bosswanwan	execute__12TNerveBWStunCFP24TSpineBase<10TLiveActor>	788	99.56	UNSUPPORTED	cfg: block 3 (bc->[18, 4] vs bc->[6, 4])
mario/Enemy/bosswanwan	execute__14TNerveBWWakeupCFP24TSpineBase<10TLiveActor>	404	99.88	EQUIVALENT	L1: frame 72/88
mario/Enemy/bosswanwan	execute__18TNerveBWJumpToBathCFP24TSpineBase<10TLiveActor>	820	99.71	UNSUPPORTED	stack: address-taken object extent differs (P 108..160 vs Q 96..152)
mario/Enemy/bosswanwan	setMtx__17TMapCollisionBaseFPA4_f	44	0.00	UNSUPPORTED	ours: symbol missing
mario/Enemy/bosswanwan	execute__11TNerveBWDieCFP24TSpineBase<10TLiveActor>	1076	99.13	UNSUPPORTED	stack: address-taken object extent differs (P 204..256 vs Q 180..256)
mario/Enemy/chuuhana	ChuuHanaBodyCallback__FP7J3DNodei	676	97.40	DIFFERENT	block 12 effect 9 address differs: 0x4430 'lfs f6,0(r30)' vs 0x50dc 'lfs f0,32(r30)'
mario/Enemy/chuuhana	reset__9TChuuHanaFv	388	99.84	EQUIVALENT	L1
mario/Enemy/chuuhana	behaveToWater__9TChuuHanaFP9THitActor	1560	99.76	EQUIVALENT	L1: frame 416/352
mario/Enemy/chuuhana	attackToMario__9TChuuHanaFv	612	99.95	EQUIVALENT	L1
mario/Enemy/chuuhana	moveObject__9TChuuHanaFv	908	99.48	UNSUPPORTED	stack: address-taken object layout differs (P 240 vs Q 184)
mario/Enemy/chuuhana	isCollidMove__9TChuuHanaFP9THitActor	1020	99.82	EQUIVALENT	L1: frame 280/296
mario/Enemy/chuuhana	bind__9TChuuHanaFv	744	99.96	EQUIVALENT	L1
mario/Enemy/chuuhana	willFall__9TChuuHanaFl	512	99.84	EQUIVALENT	L1
mario/Enemy/chuuhana	setGoal__9TChuuHanaFv	360	99.50	EQUIVALENT	L1: frame 160/144
mario/Enemy/chuuhana	execute__25TNerveChuuHanaKeepBalanceCFP24TSpineBase<10TLiveActor>	1004	99.92	EQUIVALENT	L1
mario/Enemy/chuuhana	execute__18TNerveChuuHanaRollCFP24TSpineBase<10TLiveActor>	544	97.93	DIFFERENT	block 12 effect 3 address differs: 0xb04 'lfs f1,516(r30)' vs 0xdf8 'lfs f1,524(r30)'
mario/Enemy/igaiga	reset__10TRollEnemyFv	504	95.69	EQUIVALENT	L1: frame 176/88
mario/Enemy/igaiga	walkBehavior__10TRollEnemyFif	524	97.93	EQUIVALENT	L2: frame 72/64
mario/Enemy/igaiga	setBehavior__10TRollEnemyFv	552	95.45	DIFFERENT	block 7 effect 2 icall args differ: f1/f4: 0x44f0 'bclrl 20,lt,0' vs 0x4af8 'bclrl 20,lt,0'
mario/Enemy/igaiga	initSetEnemies__14TIgaigaManagerFv	188	99.79	EQUIVALENT	L1: frame 152/32
mario/Enemy/igaiga	RollEnemyBodyCallback__FP7J3DNodei	304	92.50	DIFFERENT	block 4 effect 9: 0x3f30 'stfs f1,44(r1)' vs 0x4520 'lfs f0,0(0)'
mario/Enemy/igaiga	moveObject__7TIgaigaFv	652	99.59	UNSUPPORTED	stack: address-taken object extent differs (P 200..280 vs Q 188..280)
mario/Enemy/igaiga	walkBehavior__7TIgaigaFif	412	99.72	UNSUPPORTED	stack: store-only slot at a different SP offset (possible outgoing argument): 0x338c 'stw r4,152(r1)' vs 0x38d0 'stw r4,60(r1)'
mario/Enemy/igaiga	setMeltAnm__7TIgaigaFv	612	99.85	EQUIVALENT	L1
mario/Enemy/igaiga	initSetEnemies__16TGorogoroManagerFv	360	99.30	EQUIVALENT	L1
mario/Enemy/igaiga	MsWrap<f>__Ffff	72	0.00	UNSUPPORTED	ours: symbol missing
mario/Enemy/igaiga	perform__16TGorogoroManagerFUlPQ26JDrama9TGraphics	1244	90.34	UNSUPPORTED	cfg: 42 vs 55 blocks
mario/Enemy/igaiga	behaveToWater__9TGorogoroFP9THitActor	596	99.60	EQUIVALENT	L1
mario/Enemy/igaiga	walkBehavior__9TGorogoroFif	756	99.90	UNSUPPORTED	stack: address-taken object layout differs (P 256 vs Q 96)
mario/Enemy/igaiga	flagJump__9TGorogoroFv	216	99.89	EQUIVALENT	L1
mario/Enemy/igaiga	generateByGateKeeper__9TGorogoroFRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	1412	99.95	EQUIVALENT	L1
mario/Enemy/poihana	initSetEnemies__15TPoiHanaManagerFv	160	99.72	EQUIVALENT	L1: frame 224/64
mario/Enemy/poihana	init__8TPoiHanaFP12TLiveManager	644	99.98	EQUIVALENT	L1
mario/Enemy/poihana	walkBehavior__8TPoiHanaFif	376	99.79	DIFFERENT	block 3 branch: 0x1894 'bc 4,gt,1984 <walkBehavior__8TPoiHanaFif+0x160>' vs 0x1bb8 'bc 4,lt,1ca8 <walkBehavior__8TPoiHanaFif+0x160>'
mario/Enemy/poihana	genEventCoin__8TPoiHanaFv	304	99.91	EQUIVALENT	L1
mario/Enemy/poihana	execute__20TNervePoihanaTrappedCFP24TSpineBase<10TLiveActor>	1232	99.95	EQUIVALENT	L1
mario/Enemy/tamaNoko	perform__15TTamaNokoFlowerFUlPQ26JDrama9TGraphics	936	97.13	UNSUPPORTED	stack: unpaired address-taken slot
mario/Enemy/tamaNoko	initSetEnemies__16TTamaNokoManagerFv	300	99.88	EQUIVALENT	L1: frame 224/56
mario/Enemy/tamaNoko	walkBehavior__9TTamaNokoFif	1236	99.95	EQUIVALENT	L1
mario/Enemy/tamaNoko	receiveMessage__9TTamaNokoFP9THitActorUl	344	99.92	EQUIVALENT	L1: frame 64/32
mario/Enemy/tamaNoko	landEffect__9TTamaNokoFv	808	99.71	EQUIVALENT	L1: frame 144/128
mario/Enemy/tamaNoko	execute__20TNerveTamaNokoAttackCFP24TSpineBase<10TLiveActor>	1968	99.93	UNSUPPORTED	stack: store-only slot at a different SP offset (possible outgoing argument): 0xe90 'stw r3,176(r1)' vs 0x1134 'stw r3,212(r1)'
mario/Enemy/tamaNoko	execute__20TNerveTamaNokoThrownCFP24TSpineBase<10TLiveActor>	268	99.55	EQUIVALENT	L1: frame 96/88
mario/Enemy/bosstelesa	appendEnemy__7TBubbleFv	532	99.87	EQUIVALENT	L1: frame 80/64
mario/Enemy/bosstelesa	execute__16TNerveBubbleLiveCFP24TSpineBase<10TLiveActor>	1000	99.89	EQUIVALENT	L1
mario/Enemy/bosstelesa	init__11TBossTelesaFP12TLiveManager	1932	99.93	EQUIVALENT	L1
mario/Enemy/bosstelesa	loadAfter__11TBossTelesaFv	3340	99.85	EQUIVALENT	L2: frame 880/824
mario/Enemy/bosstelesa	moveObject__11TBossTelesaFv	2276	99.93	UNSUPPORTED	stack: address-taken object layout differs (P 236 vs Q 368)
mario/Enemy/bosstelesa	flashItem__11TBossTelesaFi	644	96.41	DIFFERENT	block 30 effect 0 address differs: 0x3a30 'lwz r5,0(r6)' vs 0x4670 'lwz r5,240(r6)'
mario/Enemy/bosstelesa	genAttacker__11TBossTelesaFv	884	99.97	EQUIVALENT	L1
mario/Enemy/bosstelesa	generateSlotItem__11TBossTelesaFv	2900	98.87	UNSUPPORTED	stack: address-taken object layout differs (P 348 vs Q 336)
mario/Enemy/bosstelesa	execute__19TNerveBossTelesaDieCFP24TSpineBase<10TLiveActor>	2248	99.98	EQUIVALENT	L1: frame 296/200
mario/Enemy/bosstelesa	execute__24TNerveBossTelesaHideWaitCFP24TSpineBase<10TLiveActor>	512	99.97	EQUIVALENT	L1
mario/Enemy/bosstelesa	execute__22TNerveBossTelesaAppearCFP24TSpineBase<10TLiveActor>	972	99.97	EQUIVALENT	L1: frame 128/96
mario/Enemy/bosstelesa	execute__24TNerveBossTelesaFallDemoCFP24TSpineBase<10TLiveActor>	492	99.97	EQUIVALENT	L1
mario/Enemy/bombhei	genEventCoin__8TBombHeiFv	272	99.81	EQUIVALENT	L1
mario/Enemy/bombhei	execute__19TNerveBombHeiThrownCFP24TSpineBase<10TLiveActor>	436	96.88	DIFFERENT	block 1 effect 9: 0x344 'lfs f4,888(r3)' vs 0x3f4 'lwz r6,0(0)'
mario/Enemy/cannon	perform__9TChorobeiFUlPQ26JDrama9TGraphics	296	99.91	EQUIVALENT	L1
mario/Enemy/cannon	checkHit__9TChorobeiFv	652	98.68	DIFFERENT	block 34 effect 2 icall args differ: r5/r6: 0x4a88 'bclrl 20,lt,0' vs 0x5a7c 'bclrl 20,lt,0'
mario/Enemy/cannon	init__7TCannonFP12TLiveManager	1508	99.81	DIFFERENT	block 16 effect 1 address differs: 0x3fb0 'lfs f2,880(r6)' vs 0x4c68 'lfs f4,920(r6)'
mario/Enemy/cannon	moveObject__7TCannonFv	732	99.91	UNSUPPORTED	stack: store-only slot at a different SP offset (possible outgoing argument): 0x39c4 'stw r4,88(r1)' vs 0x466c 'stw r4,92(r1)'
mario/Enemy/cannon	calcRootMatrix__7TCannonFv	1164	99.89	EQUIVALENT	L1: frame 248/208
mario/Enemy/cannon	bombSet__7TCannonFv	612	99.93	EQUIVALENT	L1
mario/Enemy/cannon	killerShoot__7TCannonFv	2224	98.22	UNSUPPORTED	stack: store-only slot at a different SP offset (possible outgoing argument): 0x2794 'stw r3,488(r1)' vs 0x2e88 'stw r3,408(r1)'
mario/Enemy/cannon	setKillerGoalPoint__7TCannonFv	576	99.90	EQUIVALENT	L1
mario/Enemy/cannon	execute__16TNerveCannonOpenCFP24TSpineBase<10TLiveActor>	456	99.92	EQUIVALENT	L1: frame 96/88
mario/Enemy/cannon	execute__18TNerveCannonSearchCFP24TSpineBase<10TLiveActor>	1732	99.91	EQUIVALENT	L1: frame 408/368
mario/Enemy/bosseel	__ct__14TBEelTearsDropFP10TBEelTearsiP12SDLModelDataPCc	556	99.98	UNSUPPORTED	stack: address-taken object layout differs (P 180 vs Q 184)
mario/Enemy/bosseel	init__10TBEelTearsFP12TLiveManager	796	99.77	EQUIVALENT	L1
mario/Enemy/bosseel	calcRootMatrix__10TBEelTearsFv	360	97.33	EQUIVALENT	L2
mario/Enemy/bosseel	__ct__13TBossEelToothFUcP8TBossEelPCcP12SDLModelDataPCc	552	99.94	UNSUPPORTED	stack: address-taken object layout differs (P 164 vs Q 164)
mario/Enemy/bosseel	perform__13TBossEelToothFUlPQ26JDrama9TGraphics	1552	98.55	UNSUPPORTED	stack: address-taken object extent differs (P 412..488 vs Q 352..424)
mario/Enemy/bosseel	perform__14TBossEelVortexFUlPQ26JDrama9TGraphics	848	99.67	UNSUPPORTED	stack: address-taken object extent differs (P 312..432 vs Q 148..264)
mario/Enemy/bosseel	init__8TBossEelFP12TLiveManager	2816	99.79	UNSUPPORTED	stack: address-taken object layout differs (P 568 vs Q 580)
mario/Enemy/bosseel	collideToMario__8TBossEelFv	976	98.34	UNSUPPORTED	stack: inconsistent slot mapping (P 120 vs Q 76)
mario/Enemy/bosseel	perform__8TBossEelFUlPQ26JDrama9TGraphics	3120	98.95	DIFFERENT	block 37 effect 0 call args differ: f5: 0x3788 'bl 3788 <perform__8TBossEelFUlPQ26JDrama9TGraphics+0x5f8>' vs 0x3db0 'bl 3db0 <perform__8TBossEelFUlPQ26JDrama9TGraphics+0x5fc>'
mario/Enemy/bosseel	execute__19TNerveBossEelAppearCFP24TSpineBase<10TLiveActor>	844	99.92	EQUIVALENT	L1: frame 168/136
mario/Enemy/bosseel	execute__20TNerveBossEelOutWaitCFP24TSpineBase<10TLiveActor>	1460	99.96	EQUIVALENT	L1: frame 176/128
mario/Enemy/bosseel	execute__16TNerveBossEelEatCFP24TSpineBase<10TLiveActor>	1588	99.94	UNSUPPORTED	stack: address-taken object layout differs (P 232 vs Q 152)
mario/Enemy/bosseel	execute__16TNerveBossEelDieCFP24TSpineBase<10TLiveActor>	1152	99.95	EQUIVALENT	L1: frame 288/224
mario/Enemy/bosseel	execute__26TNerveBossEelMouthOpenWaitCFP24TSpineBase<10TLiveActor>	1288	99.89	EQUIVALENT	L1: frame 272/232
mario/Enemy/killer	fly__9TFlyEnemyFv	580	99.95	EQUIVALENT	L1
mario/Enemy/killer	calcChaseParam__9TFlyEnemyFv	560	99.89	DIFFERENT	block 15 return value r4 differs (0x2cd8 'bclr 20,lt,0')
mario/Enemy/killer	execute__22TNerveFlyEnemyChaseFlyCFP24TSpineBase<10TLiveActor>	1352	98.91	UNSUPPORTED	cfg: block 29 (bc->[33, 30] vs bc->[34, 30])
mario/Enemy/killer	KillerBodyCallback__FP7J3DNodei	504	96.94	EQUIVALENT	L2
mario/Enemy/killer	genEventCoin__7TKillerFv	484	99.92	EQUIVALENT	L1
mario/Enemy/beam	calcVertices__9TConeBeamFi	1680	95.65	DIFFERENT	block 9 effect 3 address differs: 0x9c4 'lfsx f1,r4,r0' vs 0xb40 'lfsx f23,r6,r0'
mario/Enemy/hanasambo	checkGenCoin__20TSamboFlowerCoinUnitFv	852	97.87	UNSUPPORTED	stack: address-taken object layout differs (P 96 vs Q 76)
mario/Enemy/hanasambo	perform__10TSamboLeafFUlPQ26JDrama9TGraphics	548	96.52	UNSUPPORTED	stack: address-taken object extent differs (P 108..200 vs Q 112..200)
mario/Enemy/hanasambo	loadAfter__19TSamboFlowerManagerFv	952	99.99	EQUIVALENT	L1
mario/Enemy/hanasambo	dropLeaf__19TSamboFlowerManagerFRQ29JGeometry8TVec3<f>RQ29JGeometry8TVec3<f>	560	99.97	UNSUPPORTED	stack: address-taken object extent differs (P 144..272 vs Q 148..272)
mario/Enemy/hanasambo	init__10THanaSamboFP12TLiveManager	688	99.65	DIFFERENT	block 12 effect 21 call args differ: r7: 0x3e90 'bl 3e90 <init__10THanaSamboFP12TLiveManager+0x288>' vs 0x4d1c 'bl 4d1c <init__10THanaSamboFP12TLiveManager+0x288>'
mario/Enemy/hanasambo	SamboHeadRollCallback__FP7J3DNodei	772	97.72	DIFFERENT	block 18 effect 8 address differs: 0x2568 'lfs f0,428(r3)' vs 0x2f6c 'lfs f0,32(r29)'
mario/Enemy/hanasambo	attackToMario__10TSamboHeadFv	388	99.95	EQUIVALENT	L1: frame 96/80
mario/Enemy/hanasambo	genEventCoin__10TSamboHeadFv	716	99.97	EQUIVALENT	L1
mario/Enemy/hanasambo	execute__21TNerveSamboHeadAttackCFP24TSpineBase<10TLiveActor>	896	99.86	UNSUPPORTED	stack: store-only slot at a different SP offset (possible outgoing argument): 0xe4c 'stw r3,208(r1)' vs 0x1028 'stw r3,228(r1)'
mario/Enemy/hanasambo	execute__23TNerveSamboHeadHitWaterCFP24TSpineBase<10TLiveActor>	1280	98.71	DIFFERENT	block 59 effect 0 address differs: 0x6c0 'lwz r12,0(r30)' vs 0x7d8 'lwz r5,404(r30)'
mario/Enemy/popo	PopoRollCallback__FP7J3DNodei	560	99.65	EQUIVALENT	L1: frame 208/184
mario/Enemy/popo	PopoPossessedCallback__FP7J3DNodei	944	99.62	DIFFERENT	block 28 return value r4 differs (0x3a58 'bclr 20,lt,0')
mario/Enemy/popo	PopoNonScaleCallback__FP7J3DNodei	412	99.80	EQUIVALENT	L1: frame 192/128
mario/Enemy/popo	init__5TPopoFP12TLiveManager	588	99.93	EQUIVALENT	L1
mario/Enemy/popo	walkBehavior__5TPopoFif	1248	98.57	DIFFERENT	block 7 effect 0 address differs: 0x21fc 'lwz r3,0(r4)' vs 0x276c 'lwz r3,0(r4)'
mario/Enemy/popo	calcRootMatrix__5TPopoFv	1220	97.81	DIFFERENT	block 16 branch: 0x1cd0 'bc 12,eq,1cf8 <calcRootMatrix__5TPopoFv+0x2cc>' vs 0x2214 'bc 12,eq,223c <calcRootMatrix__5TPopoFv+0x2cc>'
mario/Enemy/fruitsboat	init__11TFruitsBoatFP12TLiveManager	1188	99.98	EQUIVALENT	L1
mario/Enemy/fruitsboat	moveObject__11TFruitsBoatFv	2088	99.51	EQUIVALENT	L1: frame 352/336
mario/Enemy/fruitsboat	execute__27TNerveFruitsBoatGraphWanderCFP24TSpineBase<10TLiveActor>	1060	99.85	UNSUPPORTED	stack: address-taken object layout differs (P 176 vs Q 244)
