pass	category	file	line	col	kind	message	tus_affected	sample_tu	source_line
s32	jump-over-init	src/Enemy/gesso.cpp	678	14	error	jump to case label	1	src/Enemy/gesso.cpp	case STATE_BEAM_CHILLING:
s32	jump-over-init	src/JSystem/JAudio/JASystem/JASTrack.cpp	809	1	error	jump to label 'bail'	1	src/JSystem/JAudio/JASystem/JASTrack.cpp	bail:
s32	jump-over-init	src/Player/MarioAutodemo.cpp	37	14	error	jump to case label	1	src/Player/MarioAutodemo.cpp	case 1:
s32	jump-over-init	src/Player/MarioAutodemo.cpp	41	9	error	jump to case label	1	src/Player/MarioAutodemo.cpp	default:
s32	jump-over-init	src/System/MarDirectorDirect.cpp	515	14	error	jump to case label	1	src/System/MarDirectorDirect.cpp	case STATE_UNK4:
s32	jump-over-init	src/System/MarDirectorDirect.cpp	521	14	error	jump to case label	1	src/System/MarDirectorDirect.cpp	case STATE_UNK5:
s32	jump-over-init	src/System/MarDirectorDirect.cpp	528	14	error	jump to case label	1	src/System/MarDirectorDirect.cpp	case STATE_UNK10:
s32	jump-over-init	src/System/MarDirectorDirect.cpp	542	14	error	jump to case label	1	src/System/MarDirectorDirect.cpp	case STATE_UNK11:
s32	main-signature	src/main.cpp	6	1	error	'::main' must return 'int'	1	src/main.cpp	void main(void)
s32	missing-typename	include/PowerPC_EABI_Support/Msl/MSL_C++/MSL_Common/iterator	15	17	error	need 'typename' before 'I::difference_type' because 'I' is a dependent scope	220	src/Animal/AnimalBase.cpp	typedef I::difference_type difference_type;
s32	missing-typename	include/PowerPC_EABI_Support/Msl/MSL_C++/MSL_Common/iterator	16	17	error	need 'typename' before 'I::value_type' because 'I' is a dependent scope	220	src/Animal/AnimalBase.cpp	typedef I::value_type value_type;
s32	missing-typename	include/PowerPC_EABI_Support/Msl/MSL_C++/MSL_Common/iterator	17	17	error	need 'typename' before 'I::pointer' because 'I' is a dependent scope	220	src/Animal/AnimalBase.cpp	typedef I::pointer pointer;
s32	missing-typename	include/PowerPC_EABI_Support/Msl/MSL_C++/MSL_Common/iterator	18	17	error	need 'typename' before 'I::reference' because 'I' is a dependent scope	220	src/Animal/AnimalBase.cpp	typedef I::reference reference;
s32	missing-typename	include/PowerPC_EABI_Support/Msl/MSL_C++/MSL_Common/iterator	19	17	error	need 'typename' before 'I::iterator_category' because 'I' is a dependent scope	220	src/Animal/AnimalBase.cpp	typedef I::iterator_category iterator_category;
s32	msl-cascade	src/GC2D/MovieSubtitle.cpp	92	9	error	'memset' was not declared in this scope	1	src/GC2D/MovieSubtitle.cpp	memset(buffer, ' ', ARRAY_COUNT(buffer));
s32	msl-cascade	src/JSystem/JDrama/JDRRenderMode.cpp	88	9	error	'memcpy' was not declared in this scope	1	src/JSystem/JDrama/JDRRenderMode.cpp	memcpy(rmo->sample_pattern, sample_pattern, 24);
s32	msl-cascade	src/JSystem/JDrama/JDRRenderMode.cpp	93	9	error	'memcpy' was not declared in this scope	1	src/JSystem/JDrama/JDRRenderMode.cpp	memcpy(rmo->vfilter, vfilter, 7);
s32	msl-cascade	src/JSystem/JKernel/JKRAram.cpp	513	9	error	'memcpy' was not declared in this scope	1	src/JSystem/JKernel/JKRAram.cpp	memcpy(dest, current, left);
s32	msl-cascade	src/JSystem/JKernel/JKRDvdAramRipper.cpp	443	9	error	'memcpy' was not declared in this scope	1	src/JSystem/JKernel/JKRDvdAramRipper.cpp	memcpy(dest, src, size);
s32	msl-cascade	src/JSystem/JKernel/JKRDvdRipper.cpp	457	9	error	'memcpy' was not declared in this scope	1	src/JSystem/JKernel/JKRDvdRipper.cpp	memcpy(buf, src, limit);
s32	msl-cascade	src/JSystem/JParticle/JPABaseShape.cpp	206	17	error	'memcpy' was not declared in this scope	1	src/JSystem/JParticle/JPABaseShape.cpp	memcpy(mTextureIndices, data + *(s16*)(data + 0x12), mTextureAnmKeyNum);
s32	msl-cascade	src/JSystem/JParticle/JPADataBlock.cpp	9	9	error	'memcpy' was not declared in this scope	1	src/JSystem/JParticle/JPADataBlock.cpp	memcpy(mRawData, param_1, size);
s32	msl-cascade	src/JSystem/JSupport/JSUMemoryStream.cpp	18	17	error	'memcpy' was not declared in this scope	1	src/JSystem/JSupport/JSUMemoryStream.cpp	memcpy(buf, (char*)mBuffer + mPosition, count);
s32	msl-cascade	src/JSystem/JSupport/JSUMemoryStream.cpp	66	17	error	'memcpy' was not declared in this scope	1	src/JSystem/JSupport/JSUMemoryStream.cpp	memcpy((char*)mBuffer + mPosition, buf, count);
s32	msl-cascade	src/Map/MapCollisionData.cpp	41	9	error	'memset' was not declared in this scope	1	src/Map/MapCollisionData.cpp	memset(unk18, 0, unk10 * sizeof(*unk18));
s32	msl-cascade	src/Map/PollutionLayer.cpp	409	9	error	'memset' was not declared in this scope	1	src/Map/PollutionLayer.cpp	memset(mEffectPositions, 0,
s32	msl-cascade	src/MarioUtil/GDUtil.cpp	23	9	error	'memset' was not declared in this scope	1	src/MarioUtil/GDUtil.cpp	memset(mDispList, 0, mDispListSize);
s32	msl-cascade	src/MoveBG/MapObjBall.cpp	1536	9	error	'memset' was not declared in this scope	1	src/MoveBG/MapObjBall.cpp	memset(mModelName, 0, sizeof(mModelName));
s32	msl-cascade	src/MoveBG/MapObjHide.cpp	657	9	error	'memset' was not declared in this scope	1	src/MoveBG/MapObjHide.cpp	memset(unk178, 0, 0x19);
s32	msl-cascade	src/Strategic/ObjModel.cpp	187	9	error	'memset' was not declared in this scope	1	src/Strategic/ObjModel.cpp	memset(mActors, 0, param_2 * sizeof(mActors[0]));
s32	msl-cascade	src/Strategic/ObjModel.cpp	209	9	error	'memset' was not declared in this scope	1	src/Strategic/ObjModel.cpp	memset(mActors, 0, mModelDataNum * sizeof(mActors[0]));
s32	msl-cascade	src/System/CardManager.cpp	41	9	error	'memset' was not declared in this scope	1	src/System/CardManager.cpp	memset(&mHeader, 0, sizeof(mHeader) + sizeof(mOptionBlock));
s32	msl-cascade	src/System/CardManager.cpp	116	17	error	'memcpy' was not declared in this scope	1	src/System/CardManager.cpp	memcpy(&mPreviewBytes, sector_data, sizeof(mPreviewBytes));
s32	msl-cascade	src/System/CardManager.cpp	126	17	error	'memset' was not declared in this scope	1	src/System/CardManager.cpp	memset(mPreviewBytes, 0, sizeof(mPreviewBytes));
s32	msl-cascade	src/System/CardManager.cpp	543	9	error	'memcpy' was not declared in this scope	1	src/System/CardManager.cpp	memcpy(header->mBanner, mBanner, sizeof(header->mBanner));
s32	msl-cascade	src/System/FlagManager.cpp	419	9	error	'memcpy' was not declared in this scope	1	src/System/FlagManager.cpp	memcpy(mSavedCardBools, mCardBools, sizeof(mCardBools));
s32	msl-cascade	src/System/FlagManager.cpp	429	9	error	'memcpy' was not declared in this scope	1	src/System/FlagManager.cpp	memcpy(mCardBools, mSavedCardBools, sizeof(mCardBools));
s32	msl-cascade	src/System/FlagManager.cpp	521	9	error	'memcpy' was not declared in this scope	1	src/System/FlagManager.cpp	memcpy(mSavedCardBools, mCardBools, sizeof(mCardBools));
s32	msl-cascade	src/THPPlayer/THPPlayer.c	91	9	error	'memset' was not declared in this scope	1	src/THPPlayer/THPPlayer.c	memset(&ActivePlayer, 0, sizeof(THPPlayer));
s32	msl-cascade	src/THPPlayer/THPPlayer.c	131	9	error	'memset' was not declared in this scope	1	src/THPPlayer/THPPlayer.c	memset(&ActivePlayer.videoInfo, 0, sizeof(THPVideoInfo));
s32	msl-cascade	src/THPPlayer/THPPlayer.c	143	9	error	'memcpy' was not declared in this scope	1	src/THPPlayer/THPPlayer.c	memcpy(&ActivePlayer.header.magic, WorkBuffer, sizeof(THPHeader));
s32	msl-cascade	src/THPPlayer/THPPlayer.c	648	17	error	'memcpy' was not declared in this scope	1	src/THPPlayer/THPPlayer.c	memcpy(videoInfo, &ActivePlayer.videoInfo, sizeof(THPVideoInfo));
s32	msl-cascade	src/THPPlayer/THPPlayer.c	658	17	error	'memcpy' was not declared in this scope	1	src/THPPlayer/THPPlayer.c	memcpy(audioInfo, &ActivePlayer.audioInfo, sizeof(THPAudioInfo));
s32	msl-cascade	src/THPPlayer/THPPlayer.c	732	49	error	'memset' was not declared in this scope	1	src/THPPlayer/THPPlayer.c	memset(dst, 0, requestSample * 4);
s32	msl-cascade	src/THPPlayer/THPPlayer.c	790	17	error	'memset' was not declared in this scope	1	src/THPPlayer/THPPlayer.c	memset(destination, 0, sample * 4);
s32	overload-ambiguity	src/JSystem/JKernel/JKRDvdArchive.cpp	12	30	error	call of overloaded 'JKRArchive(int, JKRArchive::EMountMode)' is ambiguous	1	src/JSystem/JKernel/JKRDvdArchive.cpp	: JKRArchive(0, MOUNT_DVD)
s32	overload-ambiguity	src/JSystem/JKernel/JKRMemArchive.cpp	41	30	error	call of overloaded 'JKRArchive(int, JKRArchive::EMountMode)' is ambiguous	1	src/JSystem/JKernel/JKRMemArchive.cpp	: JKRArchive(0, MOUNT_MEM)
s32	ppc-intrinsic	include/dolphin/gd/GDLight.h	78	22	error	'__cntlzw' was not declared in this scope	300	src/Animal/AnimalBase.cpp	idx = 0x1F - __cntlzw(id);
s32	ref-binding	src/Enemy/bombhei.cpp	282	41	error	binding reference of type 'JGeometry::TVec3<float>&' to 'const JGeometry::TVec3<float>' discards qualifiers	1	src/Enemy/bombhei.cpp	smoke->generate(*BombheiPosition(this), mScaling);
s32	ref-binding	src/Enemy/tobiPuku.cpp	898	44	error	binding reference of type 'JGeometry::TVec3<float>&' to 'const JGeometry::TVec3<float>' discards qualifiers	1	src/Enemy/tobiPuku.cpp	enemy->generate(getPosition(), mScaling);
s32	ref-binding	src/GC2D/GCConsole2.cpp	833	71	error	cannot bind non-const lvalue reference of type 'TBoundPane*&' to an rvalue of type 'TBoundPane*'	1	src/GC2D/GCConsole2.cpp	changeCoinNum(console->unkD4[0], console->unkE0,
s32	ref-binding	src/GC2D/GCConsole2.cpp	839	71	error	cannot bind non-const lvalue reference of type 'TBoundPane*&' to an rvalue of type 'TBoundPane*'	1	src/GC2D/GCConsole2.cpp	changeCoinNum(console->unkD4[1], console->unkE0, rest / 10,
s32	ref-binding	src/GC2D/GCConsole2.cpp	844	63	error	cannot bind non-const lvalue reference of type 'TBoundPane*&' to an rvalue of type 'TBoundPane*'	1	src/GC2D/GCConsole2.cpp	changeCoinNum(console->unkD4[2], console->unkE0, rest % 10,
s32	ref-binding	src/GC2D/GCConsole2.cpp	848	71	error	cannot bind non-const lvalue reference of type 'TBoundPane*&' to an rvalue of type 'TBoundPane*'	1	src/GC2D/GCConsole2.cpp	changeCoinNum(console->unkD4[0], console->unkE0,
s32	ref-binding	src/GC2D/GCConsole2.cpp	851	63	error	cannot bind non-const lvalue reference of type 'TBoundPane*&' to an rvalue of type 'TBoundPane*'	1	src/GC2D/GCConsole2.cpp	changeCoinNum(console->unkD4[1], console->unkE0,
s32	ref-binding	src/System/MarDirectorInitECT.cpp	121	25	error	binding reference of type 'GXTexObj&' {aka '_GXTexObj&'} to 'const GXTexObj' {aka 'const _GXTexObj'} discards qualifiers	1	src/System/MarDirectorInitECT.cpp	GXTexObj& obj = *MarDirectorInitECTUnk60(mirrorCam);
s32	size_t-width	include/JSystem/JKernel/JKRHeap.hpp	195	7	error	'operator new' takes type 'size_t' ('unsigned int') as first parameter [-fpermissive]	351	src/Animal/AnimalBase.cpp	void* operator new(size_t);
s32	size_t-width	include/JSystem/JKernel/JKRHeap.hpp	196	7	error	'operator new' takes type 'size_t' ('unsigned int') as first parameter [-fpermissive]	351	src/Animal/AnimalBase.cpp	void* operator new(size_t, int);
s32	size_t-width	include/JSystem/JKernel/JKRHeap.hpp	197	7	error	'operator new' takes type 'size_t' ('unsigned int') as first parameter [-fpermissive]	351	src/Animal/AnimalBase.cpp	void* operator new(size_t, JKRHeap*, int);
s32	size_t-width	include/JSystem/JKernel/JKRHeap.hpp	199	7	error	'operator new' takes type 'size_t' ('unsigned int') as first parameter [-fpermissive]	351	src/Animal/AnimalBase.cpp	void* operator new[](size_t);
s32	size_t-width	include/JSystem/JKernel/JKRHeap.hpp	200	7	error	'operator new' takes type 'size_t' ('unsigned int') as first parameter [-fpermissive]	351	src/Animal/AnimalBase.cpp	void* operator new[](size_t, int);
s32	size_t-width	include/JSystem/JKernel/JKRHeap.hpp	201	7	error	'operator new' takes type 'size_t' ('unsigned int') as first parameter [-fpermissive]	351	src/Animal/AnimalBase.cpp	void* operator new[](size_t, JKRHeap*, int);
s32	size_t-width	include/PowerPC_EABI_Support/Msl/MSL_C++/MSL_Common/new	7	14	error	'operator new' takes type 'size_t' ('unsigned int') as first parameter [-fpermissive]	351	src/Animal/AnimalBase.cpp	inline void* operator new(std::size_t, void* ptr) { return ptr; }
s32	size_t-width	src/JSystem/JKernel/JKRHeap.cpp	255	7	error	'operator new' takes type 'size_t' ('unsigned int') as first parameter [-fpermissive]	1	src/JSystem/JKernel/JKRHeap.cpp	void* operator new(u32 byteCount)
s32	size_t-width	src/JSystem/JKernel/JKRHeap.cpp	259	7	error	'operator new' takes type 'size_t' ('unsigned int') as first parameter [-fpermissive]	1	src/JSystem/JKernel/JKRHeap.cpp	void* operator new(u32 byteCount, int alignment)
s32	size_t-width	src/JSystem/JKernel/JKRHeap.cpp	263	7	error	'operator new' takes type 'size_t' ('unsigned int') as first parameter [-fpermissive]	1	src/JSystem/JKernel/JKRHeap.cpp	void* operator new(u32 byteCount, JKRHeap* heap, int alignment)
s32	size_t-width	src/JSystem/JKernel/JKRHeap.cpp	268	7	error	'operator new' takes type 'size_t' ('unsigned int') as first parameter [-fpermissive]	1	src/JSystem/JKernel/JKRHeap.cpp	void* operator new[](u32 byteCount)
s32	size_t-width	src/JSystem/JKernel/JKRHeap.cpp	272	7	error	'operator new' takes type 'size_t' ('unsigned int') as first parameter [-fpermissive]	1	src/JSystem/JKernel/JKRHeap.cpp	void* operator new[](u32 byteCount, int alignment)
s32	size_t-width	src/JSystem/JKernel/JKRHeap.cpp	276	7	error	'operator new' takes type 'size_t' ('unsigned int') as first parameter [-fpermissive]	1	src/JSystem/JKernel/JKRHeap.cpp	void* operator new[](u32 byteCount, JKRHeap* heap, int alignment)
s32	two-phase-lookup	include/JSystem/JGeometry/JGQuat4.hpp	62	20	error	'set' was not declared in this scope, and no declarations were found by argument-dependent lookup at the point of instantiation	11	src/Animal/AnimalBase.cpp	set(a.x * b.w + a.w * b.x + a.y * b.z - a.z * b.y,
s32	two-phase-lookup	include/Camera/cameralib.hpp	86	44	error	'CLBTwoDegreeGeneralInbetween' was not declared in this scope, and no declarations were found by argument-dependent lookup at the point of instantiation	2	src/Camera/CameraNormal.cpp	return CLBTwoDegreeGeneralInbetween(param_1, param_2, param_3,
s32	two-phase-lookup	include/JSystem/JGeometry/JGQuat4.hpp	49	20	error	'set' was not declared in this scope, and no declarations were found by argument-dependent lookup at the point of instantiation	2	src/Enemy/BathtubKiller.cpp	set(_x, _y, _z, _w);
s32	two-phase-lookup	include/JSystem/JSupport/JSUList.hpp	180	60	error	'append' was not declared in this scope, and no declarations were found by argument-dependent lookup at the point of instantiation	2	src/JSystem/J2D/J2DPane.cpp	bool appendChild(JSUTree<T>* child) { return append(child); }
s32	two-phase-lookup	include/JSystem/JSupport/JSUList.hpp	182	60	error	'remove' was not declared in this scope, and no declarations were found by argument-dependent lookup at the point of instantiation	2	src/GC2D/GCConsole2.cpp	bool removeChild(JSUTree<T>* child) { return remove(child); }
p32ng	access-control	src/Enemy/elecNokonoko.cpp	82	56	error	'typedef const class TNerveBase<TLiveActor>* TSpineBase<TLiveActor>::Nerve' is private within this context	1	src/Enemy/elecNokonoko.cpp	TSpineBase<TLiveActor>::Nerve nerve)
p32ng	access-control	src/Enemy/elecNokonoko.cpp	91	59	error	'typedef const class TNerveBase<TLiveActor>* TSpineBase<TLiveActor>::Nerve' is private within this context	1	src/Enemy/elecNokonoko.cpp	TSpineBase<TLiveActor>::Nerve nerve)
p32ng	asm-function	src/JSystem/J3D/J3DGraphBase/J3DTransform.cpp	33	5	error	expected '(' before 'bool'	1	src/JSystem/J3D/J3DGraphBase/J3DTransform.cpp	asm bool J3DPSCalcInverseTranspose(register MtxPtr src, register ROMtxPtr dst)
p32ng	asm-function	src/JSystem/J3D/J3DGraphBase/J3DTransform.cpp	391	5	error	expected '(' before 'void'	1	src/JSystem/J3D/J3DGraphBase/J3DTransform.cpp	asm void J3DPSMtx33CopyFrom34(register MtxPtr src, register ROMtxPtr dst)
p32ng	asm-function	src/JSystem/J3D/J3DGraphBase/J3DTransform.cpp	414	5	error	expected '(' before 'void'	1	src/JSystem/J3D/J3DGraphBase/J3DTransform.cpp	asm void J3DPSMtxArrayCopy(register MtxPtr src, register MtxPtr dst,
p32ng	asm-function	src/JSystem/J3D/J3DGraphBase/J3DTransform.cpp	539	5	error	expected '(' before 'void'	1	src/JSystem/J3D/J3DGraphBase/J3DTransform.cpp	asm void J3DPSMtxArrayConcat(register Mtx fst, register Mtx snd,
p32ng	asm-function	src/MarioUtil/MathUtil.cpp	474	5	error	expected '(' before 'f32'	1	src/MarioUtil/MathUtil.cpp	asm f32 MsVECMag2(register Vec* v)
p32ng	asm-function	src/MarioUtil/MathUtil.cpp	491	5	error	expected '(' before 'void'	1	src/MarioUtil/MathUtil.cpp	asm void MsVECNormalize(register Vec* v1, register Vec* v2)
p32ng	case-include	include/JSystem/J3D/J3DGraphBase/J3DMaterial.hpp	7	10	fatal error	JSystem/J3d/J3DGraphBase/Blocks/J3DTevBlocks.hpp: No such file or directory	41	src/Camera/lensflare.cpp	#include <JSystem/J3d/J3DGraphBase/Blocks/J3DTevBlocks.hpp>
p32ng	case-include	src/Enemy/beam.cpp	1	10	fatal error	Enemy/beam.hpp: No such file or directory	1	src/Enemy/beam.cpp	#include <Enemy/beam.hpp>
p32ng	case-include	src/Enemy/hamukuri.cpp	26	10	fatal error	MSound/MSoundSe.hpp: No such file or directory	1	src/Enemy/hamukuri.cpp	#include <MSound/MSoundSe.hpp>
p32ng	case-include	src/GC2D/MessageUtil.cpp	1	10	fatal error	GC2d/MessageUtil.hpp: No such file or directory	1	src/GC2D/MessageUtil.cpp	#include <GC2d/MessageUtil.hpp>
p32ng	case-include	src/Map/MapEventSink.cpp	21	10	fatal error	Jsystem/JDrama/JDRNameRefGen.hpp: No such file or directory	1	src/Map/MapEventSink.cpp	#include <Jsystem/JDrama/JDRNameRefGen.hpp>
p32ng	case-include	src/System/MarNameRefGen_Enemy.cpp	54	10	fatal error	Enemy/beam.hpp: No such file or directory	1	src/System/MarNameRefGen_Enemy.cpp	#include <Enemy/beam.hpp>
p32ng	conflicting-redecl	src/Map/MapDraw.cpp	15	5	error	ambiguating new declaration of 'int SMSGetGameRenderHeight()'	1	src/Map/MapDraw.cpp	int SMSGetGameRenderHeight();
p32ng	conflicting-redecl	src/Map/MapDraw.cpp	16	5	error	ambiguating new declaration of 'int SMSGetGameRenderWidth()'	1	src/Map/MapDraw.cpp	int SMSGetGameRenderWidth();
p32ng	conflicting-redecl	src/Map/MapDraw.cpp	77	32	error	'SMSGetGameRenderWidth' was not declared in this scope	1	src/Map/MapDraw.cpp	GXPosition2s16(sVar1 + SMSGetGameRenderWidth(), -sVar1);
p32ng	conflicting-redecl	src/Map/MapDraw.cpp	80	32	error	'SMSGetGameRenderHeight' was not declared in this scope	1	src/Map/MapDraw.cpp	sVar1 + SMSGetGameRenderHeight());
p32ng	declspec	include/PowerPC_EABI_Support/Msl/MSL_C/MSL_Common/string.h	10	11	error	expected constructor, destructor, or type conversion before '(' token	509	src/Animal/AnimalBase.cpp	__declspec(section ".init") void* memcpy(void* dest, const void* src, size_t n);
p32ng	declspec	include/PowerPC_EABI_Support/Msl/MSL_C/MSL_Common/string.h	11	11	error	expected constructor, destructor, or type conversion before '(' token	509	src/Animal/AnimalBase.cpp	__declspec(section ".init") void __fill_mem(void* dest, int val, size_t count);
p32ng	declspec	include/PowerPC_EABI_Support/Msl/MSL_C/MSL_Common/string.h	16	11	error	expected constructor, destructor, or type conversion before '(' token	509	src/Animal/AnimalBase.cpp	__declspec(section ".init") void* memset(void* dest, int val, size_t count);
p32ng	gnu-keyword	include/Strategic/spcinterp.hpp	98	20	error	expected primary-expression before ')' token	23	src/Enemy/bossManta.cpp	u32 typeof() const { return mType; }
p32ng	gnu-keyword	include/Strategic/spcinterp.hpp	98	28	error	expected unqualified-id before '{' token	23	src/Enemy/bossManta.cpp	u32 typeof() const { return mType; }
p32ng	gnu-keyword	src/Strategic/spcinterp.cpp	100	34	error	expected unqualified-id before 'typeof'	1	src/Strategic/spcinterp.cpp	u32 type = interp->pop().typeof();
