caller_nonexact_bytes	unit	symbol	ours	map	delta	nonexact_callers(size,fuzzy)
0	mario/JSystem/JGadget/singlelinklist	Remove__Q27JGadget19TSingleNodeLinkListFPQ27JGadget19TSingleLinkListNode	4	72	-68	
0	mario/JSystem/JGadget/std-vector	assign__Q27JGadget20TVector_pointer_voidFUlRCPv	4	132	-128	
0	mario/JSystem/JGadget/std-vector	__as__Q27JGadget20TVector_pointer_voidFRCQ27JGadget20TVector_pointer_void	528	412	116	
0	mario/JSystem/JGadget/std-vector	ResizeRaw__Q27JGadget20TVector_pointer_voidFUl	172	148	24	
0	mario/JSystem/JKernel/JKRAram	checkOkAddress__7JKRAramFPUcUlP12JKRAramBlockUl	148	128	20	
0	mario/JSystem/JKernel/JKRAram	mainRamToAram__7JKRAramFPUcP12JKRAramBlockUl15JKRExpandSwitchUlP7JKRHeapi	232	240	-8	
0	mario/JSystem/JKernel/JKRAram	mainRamToAram_Async__7JKRAramFPUcUlUl15JKRExpandSwitchUlP7JKRHeapPFUl_vi	4	684	-680	
0	mario/JSystem/JKernel/JKRAram	mainRamToAram_Async__7JKRAramFPUcP12JKRAramBlockUl15JKRExpandSwitchUlP7JKRHeapPFUl_vi	4	252	-248	
0	mario/JSystem/JKernel/JKRAram	aramToMainRam_Async__7JKRAramFUlPUcUl15JKRExpandSwitchUlP7JKRHeapPFUl_vi	4	712	-708	
0	mario/JSystem/JKernel/JKRAram	aramToMainRam_Async__7JKRAramFP12JKRAramBlockPUcUlUl15JKRExpandSwitchUlP7JKRHeapPFUl_vi	4	248	-244	
0	mario/JSystem/JKernel/JKRAram	aramSync__7JKRAramFP12JKRAMCommandi	4	184	-180	
0	mario/JSystem/JKernel/JKRAram	aramSyncAll__7JKRAramFi	4	252	-248	
0	mario/JSystem/JKernel/JKRAram	countLeftSync__7JKRAramFv	4	52	-48	
0	mario/JSystem/JKernel/JKRAramArchive	fixedInit__14JKRAramArchiveFl	4	64	-60	
0	mario/JSystem/JKernel/JKRAramArchive	mountFixed__14JKRAramArchiveFl	8	224	-216	
0	mario/JSystem/JKernel/JKRAramArchive	mountFixed__14JKRAramArchiveFPCc	8	180	-172	
0	mario/JSystem/JKernel/JKRAramArchive	unmountFixed__14JKRAramArchiveFv	4	256	-252	
0	mario/JSystem/JKernel/JKRAramArchive	getAramAddress_Entry__14JKRAramArchiveFPQ210JKRArchive12SDIFileEntry	8	36	-28	
0	mario/JSystem/JKernel/JKRAramArchive	getAramAddress__14JKRAramArchiveFPCc	8	80	-72	
0	mario/JSystem/JKernel/JKRAramArchive	getAramAddress__14JKRAramArchiveFUlPCc	8	76	-68	
0	mario/JSystem/JKernel/JKRAramArchive	getAramAddress__14JKRAramArchiveFUs	8	76	-68	
0	mario/JSystem/JKernel/JKRAramArchive	getIdxAramAddress__14JKRAramArchiveFUl	8	76	-68	
0	mario/JSystem/JKernel/JKRAramHeap	changeGroupID__11JKRAramHeapFUc	8	96	-88	
0	mario/JSystem/JKernel/JKRAramHeap	freeLevel__11JKRAramHeapFUc	8	172	-164	
0	mario/JSystem/JKernel/JKRAramHeap	freeGroup__11JKRAramHeapFUc	8	172	-164	
0	mario/JSystem/JKernel/JKRAramHeap	freeAll__11JKRAramHeapFv	4	196	-192	
0	mario/JSystem/JKernel/JKRAramHeap	freeTail__11JKRAramHeapFv	4	136	-132	
0	mario/JSystem/JKernel/JKRAramHeap	getUsedSize__11JKRAramHeapFUc	8	212	-204	
0	mario/JSystem/JKernel/JKRAramHeap	isEmpty__11JKRAramHeapFv	8	116	-108	
0	mario/JSystem/JKernel/JKRAramHeap	dump__11JKRAramHeapFv	4	100	-96	
0	mario/JSystem/JKernel/JKRAramPiece	__ct__12JKRAramPieceFv	4	60	-56	
0	mario/JSystem/JKernel/JKRAramPiece	syncAll__12JKRAramPieceFi	4	272	-268	
0	mario/JSystem/JKernel/JKRAramPiece	getDestination__12JKRAMCommandFv	8	32	-24	
0	mario/JSystem/JKernel/JKRAramStream	write_StreamToAram_Async__13JKRAramStreamFP18JSUFileInputStreamP12JKRAramBlockUlUl	8	176	-168	
0	mario/JSystem/JKernel/JKRAramStream	write_StreamToAram__13JKRAramStreamFP18JSUFileInputStreamP12JKRAramBlockUlUl	8	36	-28	
0	mario/JSystem/JKernel/JKRAramStream	write_StreamToAram__13JKRAramStreamFP18JSUFileInputStreamUlUlUl	8	224	-216	
0	mario/JSystem/JKernel/JKRArchivePri	__ct__10JKRArchiveFPCcQ210JKRArchive10EMountMode	60	200	-140	
0	mario/JSystem/JKernel/JKRArchivePri	findTypeResource__10JKRArchiveCFUlUl	8	152	-144	
0	mario/JSystem/JKernel/JKRArchivePri	findIdResource__10JKRArchiveCFUs	132	128	4	
0	mario/JSystem/JKernel/JKRArchivePri	__ct__Q210JKRArchive8CArcNameFv	4	20	-16	
0	mario/JSystem/JKernel/JKRArchivePub	mount__10JKRArchiveFPvP7JKRHeapQ210JKRArchive15EMountDirection	8	188	-180	
0	mario/JSystem/JKernel/JKRArchivePub	countResource__10JKRArchiveFUlPC10JKRArchive	8	152	-144	
0	mario/JSystem/JKernel/JKRCompArchive	fixedInit__14JKRCompArchiveFl	4	68	-64	
0	mario/JSystem/JKernel/JKRCompArchive	mountFixed__14JKRCompArchiveFl	4	240	-236	
0	mario/JSystem/JKernel/JKRCompArchive	mountFixed__14JKRCompArchiveFPCc	4	192	-188	
0	mario/JSystem/JKernel/JKRCompArchive	unmountFixed__14JKRCompArchiveFv	4	284	-280	
0	mario/JSystem/JKernel/JKRDecomp	sync__9JKRDecompFP16JKRDecompCommandi	88	96	-8	
0	mario/JSystem/JKernel/JKRDvdAramRipper	loadToAram_Async__16JKRDvdAramRipperFPcUl15JKRExpandSwitchPFUl_vUlUl	116	344	-228	
0	mario/JSystem/JKernel/JKRDvdAramRipper	loadToAram_Async__16JKRDvdAramRipperFlUl15JKRExpandSwitchPFUl_vUlUl	8	256	-248	
0	mario/JSystem/JKernel/JKRDvdAramRipper	syncAramAll__16JKRDvdAramRipperFi	8	268	-260	
0	mario/JSystem/JKernel/JKRDvdAramRipper	countLeftSync__16JKRDvdAramRipperFv	4	52	-48	
0	mario/JSystem/JKernel/JKRDvdAramRipper	afterAramAsync__16JKRDvdAramRipperFP12JKRADCommand	4	64	-60	
0	mario/JSystem/JKernel/JKRDvdArchive	__ct__13JKRDvdArchiveFv	68	60	8	
0	mario/JSystem/JKernel/JKRDvdArchive	fixedInit__13JKRDvdArchiveFl	4	68	-64	
0	mario/JSystem/JKernel/JKRDvdArchive	mountFixed__13JKRDvdArchiveFl	4	224	-220	
0	mario/JSystem/JKernel/JKRDvdArchive	mountFixed__13JKRDvdArchiveFPCc	4	176	-172	
0	mario/JSystem/JKernel/JKRDvdArchive	unmountFixed__13JKRDvdArchiveFv	4	212	-208	
0	mario/JSystem/JKernel/JKRDvdFile	check__10JKRDvdFileFv	8	172	-164	
0	mario/JSystem/JKernel/JKRDvdFile	load__10JKRDvdFileFPCcP7JKRHeap	8	900	-892	
0	mario/JSystem/JKernel/JKRDvdRipper	loadToMainRAMAsync__12JKRDvdRipperFPCcPUc15JKRExpandSwitchUlP7JKRHeap	8	244	-236	
0	mario/JSystem/JKernel/JKRDvdRipper	loadToMainRAMAsync__12JKRDvdRipperFlPUc15JKRExpandSwitchUlP7JKRHeap	8	244	-236	
0	mario/JSystem/JKernel/JKRDvdRipper	loadToMainRAMAsync__12JKRDvdRipperFP10JKRDvdFilePUc15JKRExpandSwitchUlP7JKRHeap	8	484	-476	
0	mario/JSystem/JKernel/JKRDvdRipper	doneProcess__12JKRDvdRipperFlP11DVDFileInfo	4	48	-44	
0	mario/JSystem/JKernel/JKRDvdRipper	sync__12JKRDvdRipperFP12JKRDMCommandi	8	444	-436	
0	mario/JSystem/JKernel/JKRDvdRipper	syncAll__12JKRDvdRipperFi	4	140	-136	
0	mario/JSystem/JKernel/JKRDvdRipper	countLeftSync__12JKRDvdRipperFv	4	52	-48	
0	mario/JSystem/JKernel/JKRDvdRipper	__ct__12JKRDMCommandFv	52	80	-28	
0	mario/JSystem/JKernel/JKRDvdRipper	__dt__12JKRDMCommandFv	92	160	-68	
0	mario/JSystem/JKernel/JKRExpHeap	freeLevel__10JKRExpHeapFUc	8	148	-140	
0	mario/JSystem/JKernel/JKRExpHeap	countGroup__10JKRExpHeapFUc	8	116	-108	
0	mario/JSystem/JKernel/JKRExpHeap	isEmpty__10JKRExpHeapFv	92	88	4	
0	mario/JSystem/JKernel/JKRExpHeap	DBshow__10JKRExpHeapFv	4	408	-404	
0	mario/JSystem/JKernel/JKRFileLoader	unmountAll__13JKRFileLoaderFv	4	96	-92	
0	mario/JSystem/JKernel/JKRFileLoader	readGlbResource__13JKRFileLoaderFPvUlPCc	8	108	-100	
0	mario/JSystem/JKernel/JKRFileLoader	readGlbResource__13JKRFileLoaderFPvUlPCcP13JKRFileLoader	8	184	-176	
0	mario/JSystem/JKernel/JKRFileLoader	countFileGlb__13JKRFileLoaderFPCc	8	88	-80	
0	mario/JSystem/JKernel/JKRHeap	fillMemory__7JKRHeapFPUcUlUc	4	164	-160	
0	mario/JSystem/JKernel/JKRHeap	__dt__Q27JKRHeap6TStateFv	112	308	-196	
0	mario/JSystem/JKernel/JKRMemArchive	__ct__13JKRMemArchiveFPCcQ210JKRArchive15EMountDirection	68	172	-104	
0	mario/JSystem/JKernel/JKRMemArchive	mountFixed__13JKRMemArchiveFlQ210JKRArchive15EMountDirection	4	260	-256	
0	mario/JSystem/JKernel/JKRMemArchive	mountFixed__13JKRMemArchiveFPCcQ210JKRArchive15EMountDirection	4	220	-216	
0	mario/JSystem/JKernel/JKRMemArchive	open__13JKRMemArchiveFPCcQ210JKRArchive15EMountDirection	4	76	-72	
0	mario/JSystem/JKernel/JKRSolidHeap	createRoot__12JKRSolidHeapFib	8	120	-112	
0	mario/JSystem/JKernel/JKRSolidHeap	destroy__12JKRSolidHeapFv	4	104	-100	
0	mario/JSystem/JKernel/JKRSolidHeap	recordState__12JKRSolidHeapFUl	4	184	-180	
0	mario/JSystem/JKernel/JKRStdHeap	createRoot__10JKRStdHeapFib	8	120	-112	
0	mario/JSystem/JKernel/JKRStdHeap	destroy__10JKRStdHeapFv	4	104	-100	
0	mario/JSystem/JKernel/JKRStdHeap	allocFixed__10JKRStdHeapFPvPv	8	184	-176	
0	mario/JSystem/JKernel/JKRThread	__ct__7JKRTaskFv	300	304	-4	
0	mario/JSystem/JKernel/JKRThread	create__7JKRTaskFv	8	100	-92	
0	mario/JSystem/JKernel/JKRThread	destroy__7JKRTaskFv	4	88	-84	
0	mario/JSystem/JKernel/JKRThread	run__7JKRTaskFv	8	136	-128	
0	mario/JSystem/JKernel/JKRThread	request__7JKRTaskFPFPv_vPv	4	80	-76	
0	mario/JSystem/JParticle/JPAEmitter	deleteParticle__14JPABaseEmitterFP15JPABaseParticle	4	156	-152	
0	mario/JSystem/JParticle/JPAEmitter	setGlobalRMatrix__14JPABaseEmitterFPA4_f	4	44	-40	
0	mario/JSystem/JParticle/JPAEmitter	getPivotX__14JPABaseEmitterFv	4	32	-28	
0	mario/JSystem/JParticle/JPAEmitter	getPivotY__14JPABaseEmitterFv	4	32	-28	
0	mario/JSystem/JParticle/JPAEmitterManager	draw__17JPAEmitterManagerFPA4_fUc	4	188	-184	
0	mario/JSystem/JParticle/JPAMath	JPAGetScaleXYRotateMtx__FRQ29JGeometry8TVec3<f>ssPA4_f	4	372	-368	
0	mario/JSystem/JParticle/JPAMath	JPAGetScaleYZRotateMtx__FRQ29JGeometry8TVec3<f>ssPA4_f	4	372	-368	
0	mario/JSystem/JParticle/JPAMath	JPAGetZRotateMtx__FsPA4_f	152	148	4	
0	mario/JSystem/JParticle/JPAMath	JPAConvertFloatToFix__Ff	4	52	-48	
0	mario/JSystem/JParticle/JPAMath	JPAConvertFloatVecToFixVec__FRQ29JGeometry8TVec3<s>RCQ29JGeometry8TVec3<f>	4	156	-152	
0	mario/JSystem/JParticle/JPAMath	JPABound__FRQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>ff	4	252	-248	
0	mario/JSystem/JParticle/JPAMath	JPAGetRTMtxElement__FPA4_fPA4_f	4	592	-588	
0	mario/JSystem/JParticle/JPAMath	JPARadVecToSVec__FRQ29JGeometry8TVec3<f>RQ29JGeometry8TVec3<s>	4	88	-84	
0	mario/JSystem/JRenderer	J3DGDSetTexCoordScale__F13_GXTexCoordIDUsUs	4	576	-572	
0	mario/JSystem/JRenderer	J3DGDSetTexImgPtrRaw__F11_GXTexMapIDUl	4	196	-192	
0	mario/JSystem/JRenderer	JRNSetTevDirect__F13_GXTevStageID	4	188	-184	
0	mario/JSystem/JRenderer	JRNFlushTextureState__Fv	4	312	-308	
0	mario/JSystem/JUtility/JUTConsole	create__10JUTConsoleFUiUiP7JKRHeap	4	140	-136	
0	mario/JSystem/JUtility/JUTConsole	destroy__10JUTConsoleFP10JUTConsole	4	92	-88	
0	mario/JSystem/JUtility/JUTConsole	getObjectSizeFromBufferSize__10JUTConsoleFUiUi	4	16	-12	
0	mario/JSystem/JUtility/JUTConsole	dumpToTerminal__10JUTConsoleFUi	4	308	-304	
0	mario/JSystem/JUtility/JUTConsole	dumpToConsole__10JUTConsoleFP10JUTConsoleUi	4	336	-332	
0	mario/JSystem/JUtility/JUTConsole	destroyManager__17JUTConsoleManagerFP17JUTConsoleManager	4	100	-96	
0	mario/JSystem/JUtility/JUTConsole	getConsoleNumber__17JUTConsoleManagerCFv	4	8	-4	
0	mario/JSystem/JUtility/JUTDirectPrint	print__14JUTDirectPrintFUsUsPCce	392	404	-12	
0	mario/JSystem/JUtility/JUTException	setFpscr__12JUTExceptionFUl	4	32	-28	
0	mario/JSystem/JUtility/JUTGamePad	__ct__10JUTGamePadFv	124	192	-68	
0	mario/JSystem/JUtility/JUTGamePad	clear__10JUTGamePadFv	4	12	-8	
0	mario/JSystem/JUtility/JUTGamePad	triggerPatternedRumble__Q210JUTGamePad7CRumbleFUl	4	40	-36	
0	mario/JSystem/JUtility/JUTGamePad	setPatternedRumble__Q210JUTGamePad7CRumbleFsUsPUc	4	96	-92	
0	mario/JSystem/JUtility/JUTGamePad	startPatternedRumble__Q210JUTGamePad7CRumbleFPUcQ310JUTGamePad7CRumble7ERumbleUl	4	188	-184	
0	mario/JSystem/JUtility/JUTGamePad	stopPatternedRumbleAtThePeriod__Q210JUTGamePad7CRumbleFv	4	36	-32	
0	mario/JSystem/JUtility/JUTGamePad	resetButtonRepeat__10JUTGamePadFv	4	88	-84	
0	mario/JSystem/JUtility/JUTGamePad	addButtonRepeat__10JUTGamePadFUl	4	56	-52	
0	mario/JSystem/JUtility/JUTGamePad	removeButtonRepeat__10JUTGamePadFUl	4	64	-60	
0	mario/JSystem/JUtility/JUTGamePad	__ct__16JUTGamePadRecordFv	4	32	-28	
0	mario/JSystem/JUtility/JUTGamePad	setBuffer__16JUTGamePadRecordFPvUlUcUl	4	152	-148	
0	mario/JSystem/JUtility/JUTGamePad	clear__16JUTGamePadRecordFv	4	64	-60	
0	mario/JSystem/JUtility/JUTGamePad	seek__16JUTGamePadRecordFiQ216JUTGamePadRecord7EOrigin	108	144	-36	
0	mario/JSystem/JUtility/JUTGamePad	accumeSize1Frame__16JUTGamePadRecordFUc	4	72	-68	
0	mario/M3DUtil/LodAnm	execChangeLod__7TLodAnmFv	4	796	-792	
0	mario/M3DUtil/MActor	dumpReport__6MActorFv	4	232	-228	
0	mario/M3DUtil/MActor	update__6MActorFv	4	504	-500	
0	mario/M3DUtil/MActor	loadSetDeformData__6MActorFPCc	4	112	-108	
0	mario/M3DUtil/MActor	getCurAnmName__6MActorCFi	4	84	-80	
0	mario/M3DUtil/MActor	initDLByIndex__6MActorFUs	4	260	-256	
0	mario/M3DUtil/MActorData	__ct__17MActorAnmDataBaseFi	88	80	8	
0	mario/M3DUtil/MActorUtil	SMS_DumpMActor__FP6MActor	4	40	-36	
0	mario/M3DUtil/SampleCtrlModel	__ct__15SampleCtrlModelFP8J3DModel	16	80	-64	
0	mario/MSound/MSound	getBstPitch__6MSoundFUl	8	60	-52	
0	mario/MSound/MSound	stopAllSeInCategory__6MSoundFUcUl	4	140	-136	
0	mario/MSound/MSound	requestShineAppearFanfare__6MSoundFv	4	12	-8	
0	mario/MSound/MSound	checkSeqOnMemory__6MSoundFUl	8	76	-68	
0	mario/MSound/MSound	cleanUpAramWave__6MSoundFUc	4	100	-96	
0	mario/MSound/MSound	setWaterFilter__12MSSeCallBackFUs	4	24	-20	
0	mario/MSound/MSoundBGM	setPause__5MSBgmFUcb	4	136	-132	
0	mario/MSound/MSoundBGM	setSeqTRACKsMuteH__5MSBgmFP8JAISoundbUs	4	168	-164	
0	mario/MSound/MSoundBGM	setSeqTRACKsMute__5MSBgmFUcbUs	4	212	-208	
0	mario/MSound/MSoundBGM	setSeqTrackMute__5MSBgmFUcUcb	4	156	-152	
0	mario/MSound/MSoundBGM	setSeqTrackVolume__5MSBgmFUcUcfUl	4	196	-192	
0	mario/MSound/MSoundBGM	checkPlaying__5MSBgmFUl	8	76	-68	
0	mario/MSound/MSoundDebug	print__7MSPrintFv	4	84	-80	
0	mario/MSound/MSoundDebug	__ct__7MSPrintFv	4	248	-244	
0	mario/MSound/MSoundDebug	print__12MSPrintEntryFv	4	240	-236	
0	mario/MSound/MSoundDebug	__ct__12MSPrintEntryFv	4	140	-136	
0	mario/MSound/MSoundDebug	print__10MSPrintCatFv	4	208	-204	
0	mario/MSound/MSoundDebug	__ct__10MSPrintCatFv	4	140	-136	
0	mario/MSound/MSoundDebug	__ct__11MSPrintBaseFUcUcUcUcUc	4	152	-148	
0	mario/MSound/MSoundDebug	__ct__11MSPrintBaseFv	4	132	-128	
0	mario/MSound/MSoundSE	getRandomVolume__Q214MSoundSESystem9MSRandVolFUlUl	4	104	-100	
0	mario/MSound/MSoundScene	calcPosPanSR__9MSSceneSEFP3Vecf	4	240	-236	
0	mario/MSound/MSoundScene	calcPosPanLR__9MSSceneSEFP3Vecf	4	292	-288	
0	mario/MSound/MSoundScene	calcPosVolume__9MSSceneSEFP3VecPfUc	4	308	-304	
0	mario/Map/BathWaterManager	CalcJumpVelocityY__9@unnamed@FRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>fffPQ29JGeometry8TVec3<f>	4	168	-164	
0	mario/Map/BathWaterManager	wave__17TBathWaterManagerCFRQ29JGeometry8TVec3<f>RQ29JGeometry8TVec3<f>ff	4	604	-600	
0	mario/Map/BathWaterManager	make_ORTHOmatrix__FPA4_fffffffff	4	152	-148	
0	mario/Map/BathWaterManager	f2i__Ff	4	68	-64	
0	mario/Map/BathWaterManager	init_draw_light__FPA4_fPQ29JGeometry8TVec3<f>P8_GXColor	4	452	-448	
0	mario/Map/BathWaterManager	set_light_pos_nrm__FP11_GXLightObjPA4_fPQ29JGeometry8TVec3<f>PQ29JGeometry8TVec3<f>	4	268	-264	
0	mario/Map/BathWaterManager	initScreen2D__Fss	332	336	-4	
0	mario/Map/BathWaterManager	minmax_set__FRQ29JGeometry8TBox3<f>RCQ29JGeometry8TVec3<f>	4	124	-120	
0	mario/Map/BathWaterManager	clearEFB__22TBathWaterMeshRendererF8_GXColorUsUsb	4	988	-984	
0	mario/Map/JointObj	getShapeInOneJoint__FP8J3DJointPP8J3DShape	68	80	-12	
0	mario/Map/MapCollisionData	initAllCheckDataAndList__17TMapCollisionDataFv	4	604	-600	
0	mario/Map/MapCollisionManager	getFileName__20TMapCollisionManagerFPCcPc	4	176	-172	
0	mario/Map/MapEvent	watchMapEvent__9TMapEventFv	4	84	-80	
0	mario/Map/MapEvent	controlMapEvent__9TMapEventFv	4	84	-80	
0	mario/Map/MapEventMare	depress__13TMareWallRockFv	4	96	-92	
0	mario/Map/MapMakeList	removeCheckListNode__17TMapCollisionDataFll	4	132	-128	
0	mario/Map/MapMirror	getMirrorTexInfo__12TMirrorModelFv	4	24	-20	
0	mario/Map/MapWarp	warp__8TMapWarpFi	4	312	-308	
0	mario/Map/MapWireManager	entry__15TMapWireManagerFP10TTakeActor	320	324	-4	
0	mario/Map/MapWireManager	__ct__20TMapWireActorManagerFP10TTakeActor	284	340	-56	
0	mario/Map/MapWireManager	doWireToActor__20TMapWireActorManagerFv	4	108	-104	
0	mario/Map/MapWireManager	checkTakingActor__13TMapWireActorFv	192	232	-40	
0	mario/Map/PollutionCount	drawTexStamp__22TPollutionCounterLayerCFi	244	248	-4	
0	mario/Map/PollutionCount	draw__20TPollutionCounterObjCFi	316	320	-4	
0	mario/Map/PollutionCount	setCallback__21TPollutionCounterBaseCFi	104	108	-4	
0	mario/Map/PollutionEvent	__dt__22TPollutionEventAreaObjFv	76	132	-56	
0	mario/Map/PollutionEvent	__ct__22TPollutionEventAreaObjFPCc	16	88	-72	
0	mario/Map/PollutionEvent	init__22TPollutionEventAreaObjFPCc	4	372	-368	
0	mario/Map/PollutionEvent	perform__22TPollutionEventAreaObjFUlPQ26JDrama9TGraphics	4	428	-424	
0	mario/Map/PollutionEvent	__ct__19TPollutionEventMazeFPCc	16	80	-64	
0	mario/Map/PollutionEvent	init__19TPollutionEventMazeFv	4	76	-72	
0	mario/Map/PollutionEvent	__ct__25TPollutionEventModelStampFPCc	16	248	-232	
0	mario/Map/PollutionEvent	init__25TPollutionEventModelStampFPCc	4	368	-364	
0	mario/Map/PollutionEvent	perform__25TPollutionEventModelStampFUlPQ26JDrama9TGraphics	4	268	-264	
0	mario/Map/PollutionEvent	perform__30TPollutionEventModelStampMarioFUlPQ26JDrama9TGraphics	4	388	-384	
0	mario/Map/PollutionEvent	registerEvent__14TPollutionTestFPQ26JDrama8TViewObj	4	172	-168	
0	mario/Map/PollutionEvent	__dt__19TPollutionEventMazeFv	76	132	-56	
0	mario/Map/PollutionEvent	__dt__25TPollutionEventModelStampFv	76	108	-32	
0	mario/Map/PollutionEvent	__dt__30TPollutionEventModelStampMarioFv	76	132	-56	
0	mario/Map/PollutionLayer	initTex__15TPollutionLayerFPCc	4	88	-84	
0	mario/Map/PollutionLayer	subtractFromYMap__15TPollutionLayerCFfff	4	192	-188	
0	mario/Map/PollutionManager	subtractFromYMap__17TPollutionManagerCFfff	4	164	-160	
0	mario/Map/PollutionManager	isProhibit__17TPollutionManagerCFfff	4	168	-164	
0	mario/Map/PollutionPos	subtractFromYMap__13TPollutionPosCFiif	4	112	-108	
0	mario/MarioUtil/DLUtil	draw__15TDLTexQuadMultiFi	4	268	-264	
0	mario/MarioUtil/DLUtil	setEnd__15TDLTexQuadMultiFv	4	468	-464	
0	mario/MarioUtil/DLUtil	request__15TDLTexQuadMultiFPCQ29JGeometry8TVec3<f>	4	436	-432	
0	mario/MarioUtil/DLUtil	createDLBuffer__15TDLTexQuadMultiFUs	4	160	-156	
0	mario/MarioUtil/DLUtil	setChangeNum__15TDLTexQuadMultiFUs	4	92	-88	
0	mario/MarioUtil/DLUtil	initValue__10TDLTexQuadFUs	4	60	-56	
0	mario/MarioUtil/DLUtil	reset__15TDLTexQuadMultiFv	4	56	-52	
0	mario/MarioUtil/DrawUtil	SMS_CopyMaterialToSort__FP11J3DMaterialP8J3DModelUs	4	136	-132	
0	mario/MarioUtil/DrawUtil	SMS_DrawHorzCircle__FRCQ29JGeometry8TVec3<f>fiRC8_GXColor	4	788	-784	
0	mario/MarioUtil/DrawUtil	SMS_DrawConeBeam__FRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>fiRC8_GXColor	4	964	-960	
0	mario/MarioUtil/DrawUtil	SMS_DrawBeamAux__Fi	4	436	-432	
0	mario/MarioUtil/DrawUtil	MsDrawAxis__FPA4_ff	4	376	-372	
0	mario/MarioUtil/DrawUtil	MsDrawCube__FRCQ29JGeometry8TVec3<f>f8_GXColor	4	324	-320	
0	mario/MarioUtil/DrawUtil	MsWireInit__F9_GXVtxFmt	4	296	-292	
0	mario/MarioUtil/DrawUtil	SMS_DrawBillboardLine__FPCQ26JDrama9TGraphicsPCQ29JGeometry8TVec3<f>iifPC8_GXColor	4	1284	-1280	
0	mario/MarioUtil/DrawUtil	SMS_CreatePolygonOrderListInModelData__FP12J3DModelDataPQ29JGeometry9TVec3<Us>	4	132	-128	
0	mario/MarioUtil/DrawUtil	SMS_CreatePolygonOrderListInShape__FP8J3DShapePQ29JGeometry9TVec3<Us>	4	1204	-1200	
0	mario/MarioUtil/DrawUtil	makeCollisionIndexList__FUlPQ29JGeometry9TVec3<Us>	4	128	-124	
0	mario/MarioUtil/DrawUtil	SMS_CountPolygonNumInModelData__FP12J3DModelData	4	112	-108	
0	mario/MarioUtil/DrawUtil	ViewFrustumRectClipCheck__FPQ26JDrama9TGraphicsP3Vecff	4	428	-424	
0	mario/MarioUtil/DrawUtil	calcSilhouetteBorder__11TSilhouetteFv	4	308	-304	
0	mario/MarioUtil/GDUtil	__dt__Q211TGDLDynamic13TGDLStaticAltFv	64	100	-36	
0	mario/MarioUtil/GDUtil	makeDL__Q211TGDLDynamic13TGDLStaticAltFv	4	48	-44	
0	mario/MarioUtil/LightUtil	addChildGroupObj__15TLightWithDBSetFPQ26JDrama55TViewObjPtrListT<Q26JDrama8TViewObj,Q26JDrama8TViewObj>	312	300	12	
0	mario/MarioUtil/MtxUtil	moveHeadAndTail__5TRopeFRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	4	412	-408	
0	mario/MarioUtil/MtxUtil	SMS_MtxLookAt__FPA4_fRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	4	488	-484	
0	mario/MarioUtil/MtxUtil	remove__15TMultiMtxEffectFv	4	72	-68	
0	mario/MarioUtil/MtxUtil	add__15TMultiMtxEffectFv	4	152	-148	
0	mario/MarioUtil/RumbleMgr	stop__9RumbleMgrFii	360	376	-16	
0	mario/MarioUtil/RumbleMgr	start__9RumbleMgrFiiiPA4_f	112	124	-12	
0	mario/MarioUtil/RumbleMgr	start__9RumbleMgrFiiiP3Vec	132	148	-16	
0	mario/MarioUtil/RumbleMgr	start__9RumbleMgrFiiiPf	132	148	-16	
0	mario/MarioUtil/RumbleMgr	update__10RumbleBaseFfb	160	172	-12	
0	mario/MarioUtil/RumbleType	getName__10RumbleTypeFi	52	84	-32	
0	mario/MarioUtil/ShadowUtil	draw__12TModelShadowFiPQ26JDrama9TGraphics	92	1064	-972	
0	mario/MarioUtil/ShadowUtil	update__12TModelShadowFv	4	36	-32	
0	mario/MarioUtil/ShadowUtil	__ct__12TModelShadowFP12SDLModelDataPvi	176	744	-568	
0	mario/MoveBG/MapObjAirport	__ct__12TAirportPoolFPCc	68	76	-8	
0	mario/MoveBG/MapObjAirport	appear__12TAirportPoolFv	4	64	-60	
0	mario/MoveBG/MapObjBall	waitEffect__11TResetFruitFv	208	172	36	
0	mario/MoveBG/MapObjBall	living__11TResetFruitFv	432	392	40	
0	mario/MoveBG/MapObjBall	pick__11TResetFruitFP9THitActor	308	596	-288	
0	mario/MoveBG/MapObjBase	moveByBck__11TMapObjBaseFv	4	308	-304	
0	mario/MoveBG/MapObjBianco	turn__16TBiancoWatermillFRCQ29JGeometry8TVec3<f>PC12TBGCheckDataf	4	216	-212	
0	mario/MoveBG/MapObjCorona	showMessage__8TBathtubFUl	96	100	-4	
0	mario/MoveBG/MapObjCorona	liftMario__8TBathtubFRCQ29JGeometry8TVec3<f>	4	224	-220	
0	mario/MoveBG/MapObjCorona	startCrack__12TBathtubGripFv	144	136	8	
0	mario/MoveBG/MapObjFlag	updateVertex__16TMapObjFlagLowerFv	312	320	-8	
0	mario/MoveBG/MapObjFlag	updateVertex__15TMapObjFlagSailFv	312	368	-56	
